"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\dheen\Desktop\UFin\ufin\lib\screens\payment-screen\addbudget\add_budget.dart", "Dart", -277, -3, -20, -300
"c:\Users\dheen\Desktop\UFin\ufin\lib\screens\payment-screen\addbudget\add_expences.dart", "Dart", 277, 3, 20, 300
"c:\Users\dheen\Desktop\UFin\ufin\lib\screens\planner-screen\budget\barchart\budget_barchart.dart", "Dart", 33, 0, -1, 32
"Total", "-", 33, 0, -1, 32
